pwsid,name,state,counties_served,cities_served,population_served,service_connections,owner_type,source_water_type,violations_total_ever,violations_health_based_ever,violations_health_based_last5y,violations_health_based_currently_unaddressed,most_recent_violation_date,most_recent_health_violation_date,contaminants_ever_flagged,last_reported_date
NJ0714001,NEWARK WATER DEPARTMENT,NJ,Essex,BELLEVILLE TOWN-0701; BLOOMFIELD TOWN-0702; EAST ORANGE CITY-0705; HILLSIDE TWP.-2007; IRVINGTON TOWN-0709; NEWARK-0714,294274,36402,L,SW,122,32,1,0,2022-01-07,2022-01-07,Interim Enhanced Surface Water Treatment Rule; Lead and Copper Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/30/2026
CA1910240,SANTA CLARITA VALLEY WATER AGENCY,CA,Los Angeles,NEWHALL,294090,75864,P,SW,2,1,0,0,1993-01-09,1993-01-09,Coliform (TCR),06/22/2026
FL3050223,"COCOA, CITY OF",FL,Brevard,COCOA,294039,84011,L,SW,35,1,0,0,2021-01-07,2016-01-01,TTHM,05/18/2026
FL3484132,OCUD/EASTERN WATER SYSTEM (2 WP),FL,Orange,ORLANDO,293374,83821,L,GW,10,0,0,0,2025-01-01,,,05/18/2026
TX0430007,CITY OF PLANO,TX,Collin,PLANO,292059,131133,L,SWP,5,2,0,0,2011-01-04,2011-01-04,Coliform (TCR),06/26/2026
MD0020017,GLEN BURNIE-BROADNECK,MD,Anne Arundel,MILLERSVILLE,290606,83272,L,GW,29,1,0,0,2022-01-01,2004-01-01,Combined Radium (-226 and -228),05/18/2026
MD0130002,HOWARD COUNTY D.P.W. DISTRIBUTION,MD,Howard,COLUMBIA,286158,79084,L,SWP,7,0,0,0,2022-01-07,,,05/18/2026
FL5364048,LEE COUNTY UTILITIES,FL,Lee,FORT MYERS,282556,95339,L,SW,7,3,0,0,2023-01-07,2021-01-09,Coliform (TCR); Revised Total Coliform Rule,05/18/2026
OH7700011,AKRON CITY PWS,OH,Summit,KENT,280000,94791,L,SW,61,14,1,0,2025-01-07,2025-01-07,Coliform (TCR); Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),05/15/2026
AL0001005,"MOBILE, BD. OF W&S COMM. OF THE CITY OF",AL,Mobile,MOBILE,279000,93000,L,SW,49,2,1,0,2025-01-04,2023-01-07,TTHM,05/18/2026
CA1910155,GSWC - SOUTHWEST,CA,Los Angeles,HAWTHORNE,277740,52644,P,SWP,4,1,0,0,2015-09-11,2011-01-11,Coliform (TCR),06/22/2026
CA3710010,HELIX WATER DISTRICT,CA,San Diego,LA MESA,277668,56781,L,SW,0,0,0,0,,,,06/22/2026
NY1400422,BUFFALO WATER AUTHORITY,NY,Erie,BUFFALO (C),276000,80000,L,SW,38,2,0,0,2025-05-10,2002-01-07,Surface Water Treatment Rule,06/25/2026
AL0001070,"MONTGOMERY WW&SSB, CITY OF",AL,Montgomery,MONTGOMERY,276000,92000,L,SW,24,0,0,0,2010-04-10,,,05/18/2026
LA1051001,E JEFFERSON WW DISTRICT 1,LA,Jefferson Parish,JEFFERSON,275163,91721,L,SW,1,0,0,0,2015-01-07,,,06/23/2026
TX1520002,LUBBOCK PUBLIC WATER SYSTEM,TX,Lubbock,LUBBOCK,275041,158793,L,SW,6,1,0,0,2026-01-01,1982-04-10,TTHM,06/26/2026
NJ0327001,NJ AMERICAN WATER - WESTERN,NJ,Burlington; Camden,AUDUBON BORO-0401; AUDUBON PARK BORO-0402; BARRINGTON BORO-0403; BELLMAWR BORO-0404; BEVERLY CITY-0302; BURLINGTON TWP.-0306; CAMDEN CITY-0408; CHERRY HILL TWP.-0409; CINNAMINSON TWP.-0308; CLEMENTON BORO-0411; DELANCO TWP.-0309; DELRAN TWP.-0310; EDGEWATER PARK TWP.-0312; GIBBSBORO BORO-0413; GLOUCESTER TWP.-0415; HADDON HEIGHTS BORO-0418; HADDON TWP.-0416; HADDONFIELD BORO-0417; HI-NELLA BORO-0419; LAUREL SPRINGS BORO-0420; LAWNSIDE BORO-0421; LINDENWOLD BORO-0422; MAGNOLIA BORO-0423; MAPLE SHADE TWP.-0319; MOORESTOWN TWP.-0322; MOUNT EPHRAIM BORO-0425; MOUNT LAUREL TWP.-0324; OAKLYN BORO-0426; PALMYRA BORO-0327; PENNSAUKEN TWP.-0427; RIVERSIDE TWP.-0330; RIVERTON BORO-0331; RUNNEMEDE BORO-0430; SOMERDALE BORO-0431; STRATFORD BORO-0432; VOORHEES TWP.-0434,274291,103898,P,SW,28,0,0,0,2025-01-07,,,06/30/2026
FL6581591,SARASOTA CO SPECIAL UTIL DIST,FL,Sarasota,SARASOTA,272267,131292,L,SWP,12,1,0,0,2008-01-06,2008-01-06,Coliform (TCR),05/18/2026
WI1130224,MADISON WATER UTILITY,,Dane,MADISON,272000,100740,L,GW,71,4,1,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS; Lead and Copper Rule,05/29/2026
CA3310001,COACHELLA VWD: COVE COMMUNITY,CA,Riverside,PALM DESERT,270000,111710,L,GW,2,0,0,0,1989-01-10,,,06/22/2026
NY4303673,VEOLIA WATER NEW YORK,NY,Rockland,CLARKSTOWN (T),270000,56150,P,SW,55,4,0,0,2016-01-01,2016-01-01,Arsenic; Interim Enhanced Surface Water Treatment Rule; TTHM,06/25/2026
IN5202020,FORT WAYNE - 3 RIVERS FILTRATION PLANT,IN,Allen,FORT WAYNE,269994,109896,L,SW,20,5,1,0,2025-01-12,2022-01-01,Atrazine; Coliform (TCR); Lead and Copper Rule; Surface Water Treatment Rule,06/30/2026
CA1510003,CWS - BAKERSFIELD,CA,Kern,SAN JOSE,267881,65415,P,SW,5,3,0,0,2010-01-01,2002-01-11,Coliform (TCR),06/22/2026
ID4010016,VEOLIA WATER IDAHO,ID,Ada,BOISE,264978,108138,P,SW,158,0,0,0,2021-02-05,,,06/26/2026
TX0570050,CITY OF IRVING,TX,Dallas,IRVING,264546,110942,L,SWP,2,0,0,0,2016-01-11,,,06/26/2026
NJ0906001,JERSEY CITY MUA,NJ,Hudson,JERSEY CITY-0906,262000,36000,L,SW,37,5,0,0,2025-01-12,2020-01-08,Coliform (TCR); Revised Total Coliform Rule,06/30/2026
TX2400001,CITY OF LAREDO,TX,Webb,LAREDO,260046,88747,L,SW,99,14,3,0,2026-03-05,2026-01-05,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Revised Total Coliform Rule; TTHM,06/26/2026
KY0590220,NORTHERN KENTUCKY WATER DISTRICT,KY,Kenton,FT. THOMAS,259949,90310,L,SW,142,0,0,0,2016-01-05,,,06/18/2026
TN0000366,KNOXVILLE UTILITIES BOARD - KUB,TN,Knox,KNOXVILLE,254671,106113,L,SW,20,1,0,0,2018-01-12,2012-01-09,Coliform (TCR),05/14/2026
SC2620004,GSW&SA (SC2620004),SC,Horry,CONWAY,252840,108645,L,SW,13,1,0,0,2005-01-07,1986-05-07,Fluoride,06/29/2026
TN0000116,CLARKSVILLE WATER DEPARTMENT,TN,Montgomery,CLARKSVILLE,251864,93283,L,SW,1,0,0,0,2006-08-07,,,05/14/2026
TX0570010,CITY OF GARLAND,TX,Dallas,GARLAND,248822,95459,L,SWP,4,0,0,0,2025-06-12,,,06/26/2026
CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,CA,Los Angeles,EL MONTE,248000,46952,P,GW,5,3,0,0,2019-01-06,2019-01-06,Coliform (TCR); Groundwater Rule,06/22/2026
AZ0407092,"GILBERT, TOWN OF",AZ,Maricopa,GILBERT,247600,84000,L,SW,889,5,0,0,2026-01-02,2017-01-10,Long Term 2 Enhanced Surface Water Treatment Rule; Nitrate; Surface Water Treatment Rule; TTHM,05/14/2026
AZ0407090,CHANDLER CITY OF,AZ,Maricopa,CHANDLER,247328,81165,L,SW,641,8,0,0,2024-01-10,2019-01-04,Chromium; Combined Radium (-226 and -228); Di(2-ethylhexyl) phthalate; Mercury; Nitrate; TTHM,05/14/2026
IA7727031,DES MOINES WATER WORKS,IA,Polk,DES MOINES,246055,94000,L,SWP,23,7,0,0,2018-01-11,2017-01-05,Interim Enhanced Surface Water Treatment Rule; Nitrate; Surface Water Treatment Rule; TTHM,06/17/2026
WA5301300,ALDERWOOD WATER DISTRICT,WA,Snohomish,Lynnwood,245715,85285,L,SWP,6,0,0,0,1992-01-12,,,06/19/2026
FL1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),FL,Escambia,PENSACOLA,242172,101327,L,GW,9,1,0,0,2019-01-04,1997-01-07,"Gross Alpha, Excl. Radon and U",05/18/2026
AZ0407098,SCOTTSDALE CITY OF,AZ,Maricopa,SCOTTSDALE,241361,92701,L,SW,931,7,0,0,2025-01-03,1999-01-05,Chromium; Coliform (TCR); Nitrate,05/14/2026
CA3710034,OTAY WATER DISTRICT,CA,San Diego,SPRING VALLEY,238008,50807,L,SWP,0,0,0,0,,,,06/22/2026
FL4130604,"HIALEAH, CITY OF",FL,Miami-Dade,HIALEAH,238000,54000,L,GW,58,0,0,0,2026-01-03,,,05/18/2026
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,CA,San Bernardino,FONTANA,237700,47079,P,SW,1,0,0,0,,,,06/22/2026
AZ0407093,GLENDALE CITY OF,AZ,Maricopa,GLENDALE,234766,63000,L,SW,517,2,0,0,2025-01-01,1982-05-10,Fluoride,05/14/2026
VA3710100,"NORFOLK, CITY OF",VA,,NORFOLK CITY,234220,69687,L,SW,6,0,0,0,2024-01-02,,,05/19/2026
VA4760100,"RICHMOND, CITY OF",VA,,RICHMOND CITY,233655,83254,L,SW,25,2,0,0,2021-01-09,2020-01-07,"CARBON, TOTAL; Coliform (TCR)",05/19/2026
NJ1225001,MIDDLESEX WATER COMPANY,NJ,Middlesex,WOODBRIDGE TWP.-1225,233376,58344,P,SW,62,1,0,0,2023-01-04,2019-01-07,Lead and Copper Rule,06/30/2026
TX0430005,CITY OF FRISCO,TX,Collin,FRISCO,231910,67268,L,SWP,15,0,0,0,2007-01-01,,,06/26/2026
DE0000552,ARTESIAN WATER COMPANY,,New Castle,BEAR; HOCKESSIN,231114,85347,P,SWP,8,3,0,0,2015-01-07,2011-01-04,Coliform (TCR); Combined Radium (-226 and -228),04/30/2026
GA2150000,COLUMBUS,GA,Muscogee,COLUMBUS,229000,64078,L,SW,4,0,0,0,2012-01-07,,,06/12/2026
NC0392020,"CARY, TOWN OF",NC,Wake,CARY,227300,63261,L,SW,16,2,1,0,2023-10-05,2023-01-05,Coliform (TCR); Revised Total Coliform Rule,06/26/2026
CO0101150,THORNTON CITY OF,CO,Adams,THORNTON,226465,42530,L,SW,11,0,0,0,2023-01-11,,,06/17/2026
NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,NC,Cumberland,FAYETTEVILLE,226441,93571,L,SW,9,1,0,0,2020-08-08,2002-01-10,TTHM,06/26/2026
OR4100665,TUALATIN VALLEY WATER DISTRICT,OR,Washington,BEAVERTON,224600,62160,L,SWP,2,0,0,0,2001-01-04,,,06/26/2026
FL4560954,PORT ST LUCIE UTILITIES,FL,St. Lucie,PORT ST LUCIE,224485,89794,L,GW,49,0,0,0,2026-01-03,,,05/18/2026
GA0570002,CHEROKEE COUNTY,GA,Cherokee,CANTON,224427,86318,L,SW,2,1,0,0,2007-01-07,2002-01-06,Interim Enhanced Surface Water Treatment Rule,06/12/2026
TX0430039,CITY OF MCKINNEY,TX,Collin,MCKINNEY,224043,77058,L,SWP,3,0,0,0,2021-01-01,,,06/26/2026
TN0000791,CONSOLIDATED U.D. OF RUTHERFORD CO,TN,Rutherford,MURFREESBORO,221871,80098,L,SW,11,3,0,0,2016-01-08,2016-01-08,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),05/14/2026
AK2210906,MOA MUNICIPALITY OF ANCHORAGE,AK,Anchorage Municipality,ANCHORAGE,221351,59801,L,SW,424,0,0,0,2027-07-01,,,06/19/2026
PA6250028,ERIE CITY WATER AUTHORITY,PA,Erie,ERIE,220001,63820,L,SW,200,13,0,0,2026-01-04,2018-01-10,Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM,06/15/2026
NY2902835,LIBERTY UTILITIES NEW YORK - LYNBROOK,NY,Nassau,HEMPSTEAD (T); LYNBROOK (V),220000,74634,P,GW,4,3,3,0,2024-01-07,2024-01-07,Lead and Copper Rule,06/25/2026
CA5010010,"MODESTO, CITY OF",CA,Stanislaus,MODESTO,218771,70793,L,SWP,15,12,0,0,2013-01-08,2013-01-08,Coliform (TCR); Combined Uranium; Nitrate,06/22/2026
NJ0514001,WILDWOOD CITY WATER DEPARTMENT,NJ,Cape May,WILDWOOD CITY-0514,218472,17929,L,GW,58,6,0,0,2025-01-07,1994-01-10,Coliform (TCR),06/30/2026
HI0000335,WAIPAHU-EWA-WAIANAE,HI,Honolulu,WAIPAHU-EWA-WAIANAE,217479,40092,L,GW,6,0,0,0,2012-01-01,,,06/03/2026
NJ0712001,NJ AMERICAN WATER - SHORT HILLS,NJ,Essex; Hunterdon; Morris; Passaic; Somerset; Union; Warren,BEDMINSTER TWP.-1801; BELVIDERE TOWN-2103; BERKELEY HEIGHTS TWP.-2001; BERNARDS TWP.-1802; BERNARDSVILLE BORO-1803; CHATHAM BORO-1404; CHESTER TWP.-1407; FAR HILLS BORO-1807; FLORHAM PARK BORO-1411; FRANKLIN TWP.-2105; FRENCHTOWN BORO-1011; HARDING TWP.-1413; HILLSIDE TWP.-2007; IRVINGTON TOWN-0709; LITTLE FALLS TWP.-1605; LIVINGSTON TWP.-0710; MAPLEWOOD TWP.-0711; MENDHAM BORO-1418; MENDHAM TWP.-1419; MILLBURN TWP.-0712; MOUNT OLIVE TWP.-1427; NEW PROVIDENCE BORO-2011; NORTH CALDWELL BORO-0715; OXFORD TWP.-2117; SOUTH ORANGE VILLAGE-0719; SPRINGFIELD TWP.-2017; SUMMIT CITY-2018; UNION TWP-.2019; WARREN TWP.-1820,217230,81832,P,SW,24,0,0,0,2026-01-01,,,06/30/2026
NJ1111001,TRENTON WATER WORKS,NJ,Mercer,EWING TWP.-1102; HAMILTON TWP.-1103; HOPEWELL TWP.1106-; LAWRENCE TWP.-1107; TRENTON CITY-1111,217000,62403,L,SW,161,35,2,0,2025-05-09,2024-01-10,"CARBON, TOTAL; Interim Enhanced Surface Water Treatment Rule; Lead and Copper Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",06/30/2026
FL5114069,COLLIER COUNTY REGIONAL WTP,FL,Collier,NAPLES,216993,86140,L,GW,12,0,0,0,2025-01-07,,,05/18/2026
SD4600294,SIOUX FALLS,SD,Minnehaha,SIOUX FALLS,216462,63541,L,SW,4,1,0,0,2009-08-12,2009-08-12,Stage 1 Disinfectants and Disinfection Byproducts Rule,06/17/2026
WA5324050,EVERETT PUBLIC WORKS DEPT. CITY OF,WA,Snohomish,Everett,215774,29254,L,SW,4,1,0,0,2021-01-07,2007-01-03,Surface Water Treatment Rule,06/19/2026
VA6013010,ARLINGTON COUNTY,VA,Arlington,ARLINGTON,215000,37076,L,SWP,5,2,0,0,2007-01-10,1994-01-06,Coliform (TCR),05/19/2026
CA3610039,SAN BERNARDINO CITY,CA,San Bernardino,SAN BERNARDIN0,214665,46135,L,GW,1,0,0,0,,,,06/22/2026
FL6511361,PCUD-PASCO COUNTY REGIONAL PWS,FL,Pasco,NEW PORT RICHEY,214403,127110,L,SWP,41,10,0,0,2025-01-01,2004-01-04,Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5),05/18/2026
NC0465010,CFPUA-WILMINGTON,NC,New Hanover,WILMINGTON,212227,84891,L,SW,18,3,0,0,2025-01-01,1996-01-01,Coliform (TCR); Surface Water Treatment Rule,06/26/2026
NY5903465,YONKERS CITY,NY,Westchester,YONKERS (C),211569,30000,L,SWP,5,2,0,0,2015-01-05,2015-01-05,Lead and Copper Rule; Long Term 2 Enhanced Surface Water Treatment Rule,06/25/2026
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,CA,San Bernardino,RANCHO CUCUAMONGA,211069,48443,L,SW,2,0,0,0,1987-01-04,,,06/22/2026
MO5010754,CITY UTILITIES OF SPRINGFIELD,MO,Greene,SPRINGFIELD,210898,87898,L,SW,2,0,0,0,2027-06-12,,,06/16/2026
IN5245015,INDIANA AMERICAN WATER - NORTHWEST,IN,Lake,GARY; MERRILLVILLE,210510,84204,P,SW,11,2,0,0,2013-01-09,2013-01-09,Lead and Copper Rule; Surface Water Treatment Rule,06/30/2026
NY2704518,ROCHESTER CITY,NY,Monroe,ROCHESTER (C),210000,62000,L,SW,5,2,1,1,2025-01-01,2025-01-01,Coliform (TCR); Lead and Copper Rule,06/25/2026
WV3302016,WVAWC-KANAWHA VALLEY DIST,,Kanawha,CHARLESTON,209283,91027,P,SW,4,0,0,0,2024-01-07,,,05/19/2026
FL6290388,HCWRC/NORTHWEST UTILITIES,FL,Hillsborough,TAMPA,208982,57807,L,SWP,13,10,0,0,2003-01-07,2003-01-05,Coliform (TCR),05/18/2026
CA1910070,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,CA,Los Angeles,ALHAMBRA,208129,52956,L,SWP,5,1,0,0,2007-01-09,1992-01-12,Coliform (TCR),06/22/2026
TN0000107,TENNESSEE AMERICAN WATER,TN,Hamilton,CHATTANOOGA,207046,86994,P,SW,0,0,0,0,,,,05/14/2026
PA7670100,YORK WATER CO,PA,York,YORK,206762,68414,P,SW,21,1,1,0,2025-11-07,2022-01-07,Revised Total Coliform Rule,06/15/2026
FL3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),FL,Orange,ORLANDO,206742,59069,L,GW,14,3,0,0,2025-01-04,1998-01-05,Coliform (TCR),05/18/2026
MA2348000,"WORCESTER DPWP, WATER SUPPLY DIVISION",MA,Worcester,WORCESTER,206518,43205,L,SW,16,3,0,0,2006-12-01,1995-01-08,Coliform (TCR); Lead and Copper Rule; Surface Water Treatment Rule,06/22/2026
GA2450000,AUGUSTA-RICHMOND CO WS,GA,Richmond,AUGUSTA,204000,78500,L,SW,7,1,0,0,2009-01-07,2005-01-09,Coliform (TCR),06/12/2026
CO0101170,WESTMINSTER CITY OF,CO,Adams,WESTMINSTER,202078,33619,L,SW,10,0,0,0,2025-01-01,,,06/17/2026
TX0570048,CITY OF GRAND PRAIRIE,TX,Dallas,GRAND PRAIRIE,201843,80664,L,SWP,7,2,0,0,2009-05-03,2004-01-09,Coliform (TCR); Fluoride,06/26/2026
TX1880001,AMARILLO MUNICIPAL WATER SYSTEM,TX,Potter,AMARILLO,201291,75435,L,SW,202,0,0,0,2023-01-07,,,06/26/2026
TX0310001,BROWNSVILLE PUBLIC UTILITIES BOARD,TX,Cameron,BROWNSVILLE,201249,62849,L,SW,5,1,0,0,2008-01-12,2008-01-12,Interim Enhanced Surface Water Treatment Rule,06/26/2026
CA3010053,CITY OF HUNTINGTON BEACH,CA,Orange,HUNTINGTON BEACH,201000,53348,L,SWP,3,0,0,0,2005-01-12,,,06/22/2026
FL1370655,"TALLAHASSEE, CITY OF",FL,Leon,TALLAHASSEE,200480,86043,L,GW,8,3,0,0,2015-01-01,1997-01-10,Coliform (TCR),05/18/2026
CA5610007,OXNARD WATER DEPT,CA,Ventura,OXNARD,200232,42804,L,SWP,6,0,0,0,2015-01-10,,,06/22/2026
PA5020043,WEST VIEW WATER AUTHORITY,PA,Allegheny,PITTSBURGH,200000,58562,L,SW,81,4,0,0,2026-01-02,2018-01-08,"CARBON, TOTAL; Surface Water Treatment Rule",06/15/2026
OR4100731,SALEM PUBLIC WORKS,OR,Marion,SALEM,199820,55970,L,SW,15,2,0,0,2023-01-07,2006-01-11,Coliform (TCR); Surface Water Treatment Rule,06/26/2026
CA0710003,CONTRA COSTA WATER DISTRICT,CA,Contra Costa,CONCORD,198000,60730,L,SW,2,1,0,0,1999-01-02,1999-01-02,Surface Water Treatment Rule,06/22/2026
FL2010946,GRU - MURPHREE WTP,FL,Alachua,GAINESVILLE,195768,67469,M,GW,15,0,0,0,2024-01-07,,,05/18/2026
CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,CA,Sacramento,SACRAMENTO,194444,46996,L,SWP,10,5,0,0,2009-01-01,1994-01-10,Coliform (TCR); Surface Water Treatment Rule,06/22/2026
FL6531014,"LAKELAND, CITY OF",FL,Polk,LAKELAND,193297,63354,L,GW,11,1,0,0,2026-01-03,2003-01-09,Coliform (TCR),05/18/2026
MI0003520,KALAMAZOO,MI,Kalamazoo,KALAMAZOO,192992,41411,L,GW,8,4,0,0,2025-02-07,2019-01-07,Lead and Copper Rule,06/23/2026
LA1017031,CITY OF SHREVEPORT WATER SYSTEM,LA,Caddo Parish,SHREVEPORT,192378,64126,L,SW,39,29,20,0,2026-01-01,2026-01-01,"CARBON, TOTAL; Chlorite; Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM",06/23/2026
NY3304334,SYRACUSE CITY,NY,Onondaga,SYRACUSE (C),192000,45503,L,SW,37,30,9,1,2028-06-03,2027-06-03,Coliform (TCR); Lead and Copper Rule; Long Term 2 Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule,06/25/2026
TX2460001,CITY OF GEORGETOWN,TX,Williamson,GEORGETOWN,191639,63879,L,SW,9,2,1,1,2027-03-10,2026-01-04,Coliform (TCR); TTHM,06/26/2026
CA3910012,CITY OF STOCKTON,CA,San Joaquin,STOCKTON,191302,51522,L,SW,10,5,2,0,2024-01-01,2023-01-04,Coliform (TCR); Surface Water Treatment Rule; TTHM,06/22/2026
CA3710025,SWEETWATER AUTHORITY,CA,San Diego,CHULA VISTA,191282,33614,L,SW,2,1,0,0,2010-01-08,2010-01-08,Chlorite,06/22/2026
TX1080006,MCALLEN PUBLIC UTILITY,TX,Hidalgo,MCALLEN,189957,145096,L,SW,5,0,0,0,2025-02-07,,,06/26/2026
MS0250008,CITY OF JACKSON,MS,Hinds,JACKSON,189673,71846,L,SW,101,50,15,1,2025-01-04,2025-01-04,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Lead and Copper Rule; Long Term 2 Enhanced Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),05/18/2026
CA1910043,"GLENDALE-CITY, WATER DEPT.",CA,Los Angeles,GLENDALE,188784,36074,L,SWP,1,0,0,0,1997-01-08,,,06/22/2026
AZ0407096,PEORIA CITY OF,AZ,Maricopa,PEORIA,187676,47872,L,SW,2318,12,0,0,2026-01-01,2016-01-10,Di(2-ethylhexyl) phthalate; Nitrate; Total Haloacetic Acids (HAA5),05/14/2026
FL4061083,"PEMBROKE PINES, CITY OF",FL,Broward,PEMBROKE PINES,187459,49989,L,GW,75,8,1,0,2025-01-08,2023-01-04,Coliform (TCR); Revised Total Coliform Rule; TTHM,05/18/2026
GA1510001,HENRY COUNTY WATER AUTHORITY,GA,Henry,JACKSON,187437,65199,L,SW,8,0,0,0,2015-01-07,,,06/12/2026
CA2110002,MARIN MUNICIPAL WATER DISTRICT,CA,Marin,CORTE MADERA,186895,60868,L,SW,1,0,0,0,,,,06/22/2026
FL4060486,"FORT LAUDERDALE, CITY OF",FL,Broward,FT LAUDERDALE,185163,63527,L,GW,112,3,0,0,2025-01-12,2014-01-04,Coliform (TCR),05/18/2026
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,CA,San Bernardino,ONTARIO,185010,39996,L,SWP,2,1,0,0,1993-01-06,1993-01-06,Surface Water Treatment Rule,06/22/2026
CA3410029,SCWA - LAGUNA/VINEYARD,CA,Sacramento,SACRAMENTO,184896,50936,L,SW,2,1,1,1,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS,06/22/2026
IL0894070,AURORA,IL,Kane,AURORA,183000,50404,L,SW,8,5,0,0,2004-01-02,2004-01-02,Coliform (TCR); Combined Radium (-226 and -228); Lead and Copper Rule,05/27/2026
VA2770900,WESTERN VIRGINIA WATER AUTHORITY,VA,,ROANOKE CITY,182700,67598,L,SW,4,3,0,0,2020-01-01,2020-01-01,TTHM; Total Haloacetic Acids (HAA5),05/19/2026
IN5282002,EVANSVILLE WATER UTILITY,IN,Vanderburgh,EVANSVILLE,182444,63945,L,SW,23,0,0,0,2015-01-10,,,06/30/2026
FL4131618,NORTH MIAMI BEACH,FL,Miami-Dade,NORTH MIAMI BEACH,180000,33428,L,GW,20,1,0,0,2024-01-12,1992-01-06,Coliform (TCR),05/18/2026
CO0135291,FT COLLINS CITY OF,CO,Larimer,FORT COLLINS,179901,35866,L,SW,22,1,0,0,2026-01-04,2017-01-12,Interim Enhanced Surface Water Treatment Rule,06/17/2026
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,CA,San Joaquin,SAN JOSE,176266,44359,P,SWP,1,0,0,0,,,,06/22/2026
OR4100287,EUGENE WATER & ELECTRIC BOARD,OR,Lane,EUGENE,176000,64000,L,SW,11,0,0,0,1980-12-06,,,06/26/2026
CA4910009,"SANTA ROSA, CITY OF",CA,Sonoma,SANTA ROSA,175396,54167,L,GW,1,0,0,0,,,,06/22/2026
CA3010062,CITY OF GARDEN GROVE,CA,Orange,GARDEN GROVE,174226,34644,L,SWP,0,0,0,0,,,,06/22/2026
FL5084100,CHARLOTTE COUNTY UTILITIES,FL,Charlotte,PORT CHARLOTTE,173820,70277,L,SWP,4,1,0,0,2024-01-07,2011-01-04,Coliform (TCR),05/18/2026
FL5360325,"CAPE CORAL, CITY OF",FL,Lee,CAPE CORAL,172693,86506,L,GW,8,1,1,0,2024-01-10,2022-01-09,Revised Total Coliform Rule,05/18/2026
CO0130001,ARVADA CITY OF,CO,Jefferson,ARVADA,171610,39327,L,SW,5,1,0,0,2024-01-06,2013-01-09,Interim Enhanced Surface Water Treatment Rule,06/17/2026
CA3710014,"OCEANSIDE, CITY OF",CA,San Diego,OCEANSIDE,171483,44629,L,SWP,4,2,0,0,2013-01-10,2005-01-03,Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule,06/22/2026
TX1080029,NORTH ALAMO WSC,TX,Hidalgo,EDINBURG,171195,57065,L,SW,33,10,2,0,2026-07-03,2025-01-10,Coliform (TCR); TTHM,06/26/2026
CA3010073,MOULTON NIGUEL WATER DISTRICT,CA,Orange,LAGUNA HILLS,170236,52666,L,SWP,0,0,0,0,,,,06/22/2026
NC0190413,UNION COUNTY WATER SYSTEM,NC,Union,MONROE,169685,66805,L,SW,15,5,0,0,2024-01-07,2020-01-03,Coliform (TCR); Revised Total Coliform Rule; Total Haloacetic Acids (HAA5),06/26/2026
CA3310012,ELSINORE VALLEY MWD,CA,Riverside,LAKE ELSINORE,169455,48435,L,SW,12,8,0,0,2014-01-07,2007-01-01,"CARBON, TOTAL; Selenium; TTHM",06/22/2026
LA1055017,LAFAYETTE UTILITIES WATER SYSTEM,LA,Lafayette Parish,LAFAYETTE,169389,56463,L,GW,1,0,0,0,2000-01-07,,,06/23/2026
MA1281000,SPRINGFIELD WATER AND SEWER COMMISSION,MA,Hampden,SPRINGFIELD,169170,43302,L,SW,22,11,0,0,2021-01-01,2021-01-01,Coliform (TCR); Total Haloacetic Acids (HAA5),06/22/2026
GA0510003,SAVANNAH-MAIN,GA,Chatham,SAVANNAH,168958,73005,L,GW,15,1,0,0,2020-01-10,2008-01-06,Coliform (TCR),06/12/2026
CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,CA,Los Angeles,COVINA,168843,40299,P,SWP,4,2,0,0,2022-01-04,1993-01-06,Coliform (TCR); Surface Water Treatment Rule,06/22/2026
VA6153600,PWCSA - EAST,VA,Prince William,WOODBRIDGE,168747,53065,L,SWP,1,0,0,0,,,,05/19/2026
